DateTime,WindSpeed,PowerGenerated
2017-09-02,592.5106499999999,5914880.0
2017-09-03,592.23331,5697840.0
2017-09-04,543.32165,4365440.0
2017-09-05,596.1995599999997,4233920.0
2017-09-06,567.59562,3627520.0
2017-09-07,468.15483999999987,1302800.0
2017-09-08,499.56811000000005,2076000.0
2017-09-09,545.3041499999998,2436320.0
2017-09-10,432.4762099999999,1907520.0
2017-09-11,402.593584,1857120.0
2017-09-12,418.3795119999999,1512640.0
2017-09-13,533.98525,297680.0
2017-09-14,632.7725799999998,2052960.0
2017-09-15,642.2098899999996,2302160.0
2017-09-16,477.66140000000007,1475040.0
2017-09-17,518.18629,2079680.0
2017-09-18,652.57219,2761840.0
2017-09-19,767.4219999999998,7034800.0
2017-09-20,784.4856100000004,9057840.0
2017-09-21,760.8074899999997,7971120.0
2017-09-22,620.1659199999997,6843600.0
2017-09-23,476.37472,4292480.0
2017-09-24,523.66273,3024160.0
2017-09-25,569.8370600000002,3937520.0
2017-09-26,527.2516299999997,2575680.0
2017-09-27,461.0961849999999,2053200.0
2017-09-28,653.9228599999998,3444880.0
2017-09-29,621.7042899999997,3867760.0
2017-09-30,668.7822399999999,4738000.0
2017-10-01,696.7967500000002,8393840.0
2017-10-02,676.0988299999999,5370160.0
2017-10-03,884.6444699999998,4977200.0
2017-10-04,685.5951,6502640.0
2017-10-05,626.6823699999999,8153040.0
2017-10-06,790.4807000000002,8942160.0
2017-10-07,548.5815099999999,4808960.0
2017-10-08,610.0878799999999,2924400.0
2017-10-09,634.47363,2833920.0
2017-10-10,635.37072,3714960.0
2017-10-11,467.0766490000001,3107600.0
2017-10-12,358.1100369999999,2071200.0
2017-10-13,422.1483099999998,864000.0
2017-10-14,554.5538400000002,2324400.0
2017-10-15,546.28012,2340000.0
2017-10-16,621.3730129999999,1704400.0
2017-10-17,551.31072,307040.0
2017-10-18,665.1658899999999,4991840.0
2017-10-19,678.979643,11271440.0
2017-10-20,765.8288100000003,6084640.0
2017-10-21,972.2079499999998,7094560.0
2017-10-22,627.4517900000003,12091440.0
2017-10-23,582.3693999999999,11947920.0
2017-10-24,564.7062,6051600.0
2017-10-25,567.7307000000001,1283920.0
2017-10-26,724.9975999999997,658320.0
2017-10-27,534.6558700000002,1968640.0
2017-10-28,452.46921999999995,311440.0
2017-10-29,507.4986399999998,941440.0
2017-10-30,479.1420400000001,2009360.0
2017-10-31,429.82810100000006,436400.0
2017-11-01,418.35913000000005,1376400.0
2017-11-02,431.20037999999994,2085680.0
2017-11-03,568.03173,3065600.0
2017-11-04,641.07376,10891600.0
2017-11-05,787.9935199999999,7973840.0
2017-11-06,587.55306,2115280.0
2017-11-07,411.2236599999999,136800.0
2017-11-08,433.38696999999996,0.0
2017-11-09,510.83505000000014,0.0
2017-11-10,359.865314,0.0
2017-11-11,471.1656800000003,0.0
2017-11-12,45.27662,8000.0
2017-11-13,700.0175100000001,177120.0
2017-11-14,491.68688999999983,4718240.0
2017-11-15,454.261215,5283840.0
2017-11-16,611.19635,12197280.0
2017-11-17,717.52583,12025840.0
2017-11-18,811.5150300000001,11296320.0
2017-11-19,793.3729299999998,8286080.0
2017-11-20,509.3494199999999,13363760.0
2017-11-21,646.26346,8538800.0
2017-11-22,690.1769600000001,6336480.0
2017-11-23,671.6329699999998,3868560.0
2017-11-24,597.3161399999998,3782400.0
2017-11-25,476.50988299999983,2784880.0
2017-11-26,596.0300500000002,4319360.0
2017-11-27,522.1804700000001,3559840.0
2017-11-28,405.14327999999995,586240.0
2017-11-29,427.9372799999998,3108320.0
2017-11-30,592.4594800000002,7207920.0
2017-12-01,603.1141099999999,6801120.0
2017-12-02,671.4284799999999,8076080.0
2017-12-03,593.05356,9114880.0
2017-12-04,577.5365999999997,7458640.0
2017-12-05,831.0829500000001,15209200.0
2017-12-06,803.7812399999998,14658880.0
2017-12-07,512.07824,6784320.0
2017-12-08,623.0117400000003,7368480.0
2017-12-09,562.09719,1658720.0
2017-12-10,415.0502200000001,1834240.0
2017-12-11,650.9246199999999,3376880.0
2017-12-12,468.02555999999987,810240.0
2017-12-13,433.37892999999997,1763200.0
2017-12-14,461.89888000000013,7507360.0
2017-12-15,730.9975699999999,11930400.0
2017-12-16,743.5425199999999,15027920.0
2017-12-17,772.25685,11427760.0
2017-12-18,709.1899399999999,8257440.0
2017-12-19,624.4713299999997,9098160.0
2017-12-20,690.5748500000001,9761200.0
2017-12-21,700.5361500000002,14402800.0
2017-12-22,717.3659799999997,12476720.0
2017-12-23,525.7090499999998,7743920.0
2017-12-24,651.4091499999998,3965920.0
2017-12-25,801.2544599999999,14564000.0
2017-12-26,674.7634700000002,9658720.0
2017-12-27,623.72148,3019200.0
2017-12-28,449.33740300000005,5941200.0
2017-12-29,639.92069,5156800.0
2017-12-30,733.3694899999997,9251760.0
2017-12-31,649.75105,8798400.0
2018-01-01,708.6856200000002,9809680.0
2018-01-02,769.2841800000002,11187120.0
2018-01-03,595.84658,7664320.0
2018-01-04,443.7348229999999,3166320.0
2018-01-05,529.0244599999999,2766880.0
2018-01-06,372.95691000000016,1507920.0
2018-01-07,619.1732970000003,6820320.0
2018-01-08,524.9970500000001,8899120.0
2018-01-09,746.65128,9391440.0
2018-01-10,786.6006000000003,9867040.0
2018-01-11,531.2450029999997,10493120.0
2018-01-12,549.1912199999998,6582240.0
2018-01-13,531.1805000000002,3230480.0
2018-01-14,582.8254999999999,1779680.0
2018-01-15,650.95695,5763520.0
2018-01-16,446.2506160000001,1923840.0
2018-01-17,544.82387,3014960.0
2018-01-18,494.95314399999995,1297600.0
2018-01-19,547.0357600000001,3234080.0
2018-01-20,563.5991700000001,4659200.0
2018-01-21,0.0,0.0
2018-01-22,0.0,0.0
2018-01-23,0.0,0.0
2018-01-24,509.54713000000004,211520.0
2018-01-25,570.0004599999999,1759040.0
2018-01-26,654.6643399999999,2921280.0
2018-01-27,433.43784999999997,3945200.0
2018-01-28,451.94396000000006,3756480.0
2018-01-29,467.3001299999999,2896720.0
2018-01-30,512.5526899999999,3625280.0
2018-01-31,613.60332,3866880.0
2018-02-01,781.98437,7140800.0
2018-02-02,540.1202209999999,5423520.0
2018-02-03,489.1150770000001,2744240.0
2018-02-04,763.3050999999998,4377120.0
2018-02-05,733.3413300000001,3070480.0
